Unnamed: 0,gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event,x_interp,y_interp
40632,2021090900,2279,45532.0,29,2021-09-10T01:58:49.900,89.0,DAL,right,88.4,35.69,5.03,3.94,0.49,81.19,45.09,None,,
40633,2021090900,2279,45532.0,30,2021-09-10T01:58:50.000,89.0,DAL,right,88.59,35.87,5.36,3.9,0.52,79.63,48.65,None,,
40634,2021090900,2279,45532.0,31,2021-09-10T01:58:50.100,89.0,DAL,right,89.01,36.23,5.69,3.51,0.55,75.46,51.41,None,,
40634,2021090900,2279,45532.0,32,2021-09-10T01:58:50.100,89.0,DAL,right,89.24000000000001,36.405,5.69,3.51,0.55,75.46,51.41,None,,
40635,2021090900,2279,45532.0,33,2021-09-10T01:58:50.200,89.0,DAL,right,89.47,36.58,5.93,2.73,0.58,70.24,52.95,None,,
40636,2021090900,2279,45532.0,34,2021-09-10T01:58:50.300,89.0,DAL,right,89.95,36.95,6.14,1.49,0.6,63.59,51.32,None,,
40636,2021090900,2279,45532.0,35,2021-09-10T01:58:50.300,89.0,DAL,right,90.19,37.145,6.14,1.49,0.6,63.59,51.32,None,,
40637,2021090900,2279,45532.0,36,2021-09-10T01:58:50.400,89.0,DAL,right,90.43,37.34,6.26,0.86,0.62,54.2,50.68,None,,
40638,2021090900,2279,45532.0,37,2021-09-10T01:58:50.500,89.0,DAL,right,90.9,37.75,6.3,0.81,0.63,44.32,49.46,None,,
40638,2021090900,2279,45532.0,38,2021-09-10T01:58:50.500,89.0,DAL,right,91.135,37.96,6.3,0.81,0.63,44.32,49.46,None,,
40639,2021090900,2279,45532.0,39,2021-09-10T01:58:50.600,89.0,DAL,right,91.37,38.17,6.32,1.48,0.63,22.75,47.13,None,,
40640,2021090900,2279,45532.0,40,2021-09-10T01:58:50.700,89.0,DAL,right,91.82,38.61,6.29,2.12,0.63,5.44,44.37,None,,
40640,2021090900,2279,45532.0,41,2021-09-10T01:58:50.700,89.0,DAL,right,92.035,38.84,6.29,2.12,0.63,5.44,44.37,None,,
40641,2021090900,2279,45532.0,42,2021-09-10T01:58:50.800,89.0,DAL,right,92.25,39.07,6.23,2.76,0.63,357.98,41.17,None,,
40642,2021090900,2279,45532.0,43,2021-09-10T01:58:50.900,89.0,DAL,right,92.64,39.56,6.34,3.93,0.63,341.0,36.59,None,,
40642,2021090900,2279,45532.0,44,2021-09-10T01:58:50.900,89.0,DAL,right,92.82,39.835,6.34,3.93,0.63,341.0,36.59,None,,
40643,2021090900,2279,45532.0,45,2021-09-10T01:58:51.000,89.0,DAL,right,93.0,40.11,6.58,4.42,0.65,310.12,31.07,None,,
40644,2021090900,2279,45532.0,46,2021-09-10T01:58:51.100,89.0,DAL,right,93.32,40.69,6.71,4.58,0.66,305.38,25.83,None,,
40644,2021090900,2279,45532.0,47,2021-09-10T01:58:51.100,89.0,DAL,right,93.45,41.0,6.71,4.58,0.66,305.38,25.83,None,,
40645,2021090900,2279,45532.0,48,2021-09-10T01:58:51.200,89.0,DAL,right,93.58,41.31,6.81,4.27,0.68,300.33,21.49,None,,
40646,2021090900,2279,45532.0,49,2021-09-10T01:58:51.300,89.0,DAL,right,93.81,41.96,6.94,3.85,0.69,298.67,17.66,None,,
40646,2021090900,2279,45532.0,50,2021-09-10T01:58:51.300,89.0,DAL,right,93.91,42.305,6.94,3.85,0.69,298.67,17.66,None,,
40647,2021090900,2279,45532.0,51,2021-09-10T01:58:51.400,89.0,DAL,right,94.01,42.65,7.16,3.44,0.71,294.84,14.74,None,,
40648,2021090900,2279,45532.0,52,2021-09-10T01:58:51.500,89.0,DAL,right,94.18,43.35,7.22,2.56,0.72,293.64,12.96,None,,
40648,2021090900,2279,45532.0,53,2021-09-10T01:58:51.500,89.0,DAL,right,94.26,43.7,7.22,2.56,0.72,293.64,12.96,None,,
40649,2021090900,2279,45532.0,54,2021-09-10T01:58:51.600,89.0,DAL,right,94.34,44.05,7.24,1.89,0.72,291.79,11.54,None,,
40650,2021090900,2279,45532.0,55,2021-09-10T01:58:51.700,89.0,DAL,right,94.48,44.76,7.19,1.38,0.72,294.0,10.94,None,,
40650,2021090900,2279,45532.0,56,2021-09-10T01:58:51.700,89.0,DAL,right,94.55,45.11,7.19,1.38,0.72,294.0,10.94,None,,
40651,2021090900,2279,45532.0,57,2021-09-10T01:58:51.800,89.0,DAL,right,94.62,45.46,7.06,1.33,0.71,301.48,11.4,None,,
40652,2021090900,2279,45532.0,58,2021-09-10T01:58:51.900,89.0,DAL,right,94.81,46.14,6.95,1.78,0.71,308.42,14.06,None,,
40652,2021090900,2279,45532.0,59,2021-09-10T01:58:51.900,89.0,DAL,right,94.9,46.465,6.95,1.78,0.71,308.42,14.06,None,,
40653,2021090900,2279,45532.0,60,2021-09-10T01:58:52.000,89.0,DAL,right,94.99,46.79,6.72,2.45,0.68,321.51,16.17,None,,
40654,2021090900,2279,45532.0,61,2021-09-10T01:58:52.100,89.0,DAL,right,95.21,47.42,6.55,2.87,0.67,352.02,19.0,None,,
40654,2021090900,2279,45532.0,62,2021-09-10T01:58:52.100,89.0,DAL,right,95.33,47.725,6.55,2.87,0.67,352.02,19.0,None,,
40655,2021090900,2279,45532.0,63,2021-09-10T01:58:52.200,89.0,DAL,right,95.45,48.03,6.39,3.08,0.65,35.94,21.84,None,,
40656,2021090900,2279,45532.0,64,2021-09-10T01:58:52.300,89.0,DAL,right,95.73,48.6,6.24,3.83,0.64,79.26,26.78,None,,
40656,2021090900,2279,45532.0,65,2021-09-10T01:58:52.300,89.0,DAL,right,95.895,48.86,6.24,3.83,0.64,79.26,26.78,None,,
40657,2021090900,2279,45532.0,66,2021-09-10T01:58:52.400,89.0,DAL,right,96.06,49.12,6.09,4.85,0.62,104.52,33.48,None,,
40658,2021090900,2279,45532.0,67,2021-09-10T01:58:52.500,89.0,DAL,right,96.43,49.59,5.88,5.08,0.59,97.29,39.64,None,,
40658,2021090900,2279,45532.0,68,2021-09-10T01:58:52.500,89.0,DAL,right,96.635,49.795,5.88,5.08,0.59,97.29,39.64,None,,
40659,2021090900,2279,45532.0,69,2021-09-10T01:58:52.600,89.0,DAL,right,96.84,50.0,5.79,5.3,0.58,111.33,46.98,None,,
40660,2021090900,2279,45532.0,70,2021-09-10T01:58:52.700,89.0,DAL,right,97.29,50.35,5.71,5.31,0.57,121.56,53.92,None,,
40660,2021090900,2279,45532.0,71,2021-09-10T01:58:52.700,89.0,DAL,right,97.535,50.505,5.71,5.31,0.57,121.56,53.92,None,,
40661,2021090900,2279,45532.0,72,2021-09-10T01:58:52.800,89.0,DAL,right,97.78,50.66,5.73,5.33,0.58,134.54,60.04,None,,
40662,2021090900,2279,45532.0,73,2021-09-10T01:58:52.900,89.0,DAL,right,98.28,50.92,5.67,4.81,0.57,146.6,65.17,None,,
40662,2021090900,2279,45532.0,74,2021-09-10T01:58:52.900,89.0,DAL,right,98.54,51.03,5.67,4.81,0.57,146.6,65.17,None,,
40663,2021090900,2279,45532.0,75,2021-09-10T01:58:53.000,89.0,DAL,right,98.8,51.14,5.64,4.2,0.56,155.45,69.98,None,,
40664,2021090900,2279,45532.0,76,2021-09-10T01:58:53.100,89.0,DAL,right,99.33,51.31,5.56,3.79,0.56,165.32,74.36,None,,
40664,2021090900,2279,45532.0,77,2021-09-10T01:58:53.100,89.0,DAL,right,99.595,51.370000000000005,5.56,3.79,0.56,165.32,74.36,None,,
40665,2021090900,2279,45532.0,78,2021-09-10T01:58:53.200,89.0,DAL,right,99.86,51.43,5.4,3.4,0.54,171.86,78.18,None,,
40666,2021090900,2279,45532.0,79,2021-09-10T01:58:53.300,89.0,DAL,right,100.37,51.53,5.18,3.11,0.53,176.25,81.09,None,,
40666,2021090900,2279,45532.0,80,2021-09-10T01:58:53.300,89.0,DAL,right,100.62,51.565,5.18,3.11,0.53,176.25,81.09,None,,
40667,2021090900,2279,45532.0,81,2021-09-10T01:58:53.400,89.0,DAL,right,100.87,51.6,4.91,3.01,0.5,184.5,83.18,None,,
40668,2021090900,2279,45532.0,82,2021-09-10T01:58:53.500,89.0,DAL,right,101.34,51.65,4.59,3.03,0.47,192.02,84.71,None,,
40668,2021090900,2279,45532.0,83,2021-09-10T01:58:53.500,89.0,DAL,right,101.55,51.675,4.59,3.03,0.47,192.02,84.71,None,,
40669,2021090900,2279,45532.0,84,2021-09-10T01:58:53.600,89.0,DAL,right,101.76,51.7,4.06,3.56,0.42,206.62,84.51,None,,
40670,2021090900,2279,45532.0,85,2021-09-10T01:58:53.700,89.0,DAL,right,102.14,51.74,3.64,3.81,0.38,216.02,83.86,None,,
40670,2021090900,2279,45532.0,86,2021-09-10T01:58:53.700,89.0,DAL,right,102.305,51.765,3.64,3.81,0.38,216.02,83.86,None,,
40671,2021090900,2279,45532.0,87,2021-09-10T01:58:53.800,89.0,DAL,right,102.47,51.79,3.17,4.0,0.34,225.78,82.25,None,,
40672,2021090900,2279,45532.0,88,2021-09-10T01:58:53.900,89.0,DAL,right,102.76,51.84,2.71,4.04,0.29,237.45,78.9,qb_sack,,
40672,2021090900,2279,45532.0,89,2021-09-10T01:58:53.900,89.0,DAL,right,102.875,51.875,2.71,4.04,0.29,237.45,78.9,qb_sack,,
40673,2021090900,2279,45532.0,90,2021-09-10T01:58:54.000,89.0,DAL,right,102.99,51.91,2.26,4.23,0.25,251.83,71.87,None,,
40674,2021090900,2279,45532.0,91,2021-09-10T01:58:54.100,89.0,DAL,right,103.18,51.99,1.88,4.12,0.21,259.37,64.77,None,,
40674,2021090900,2279,45532.0,92,2021-09-10T01:58:54.100,89.0,DAL,right,103.255,52.03,1.88,4.12,0.21,259.37,64.77,None,,
40675,2021090900,2279,45532.0,93,2021-09-10T01:58:54.200,89.0,DAL,right,103.33,52.07,1.56,3.88,0.17,266.04,55.06,None,,
40676,2021090900,2279,45532.0,94,2021-09-10T01:58:54.300,89.0,DAL,right,103.43,52.18,1.35,3.65,0.15,271.5,39.84,None,,
40676,2021090900,2279,45532.0,95,2021-09-10T01:58:54.300,89.0,DAL,right,103.46,52.235,1.35,3.65,0.15,271.5,39.84,None,,
40677,2021090900,2279,45532.0,96,2021-09-10T01:58:54.400,89.0,DAL,right,103.49,52.29,1.2,3.66,0.13,277.58,18.92,None,,
40678,2021090900,2279,46119.0,1,2021-09-10T01:58:48.100,52.0,DAL,right,87.17,28.66,0.01,0.01,0.01,60.53,206.63,None,,
40678,2021090900,2279,46119.0,2,2021-09-10T01:58:48.100,52.0,DAL,right,87.16499999999999,28.655,0.01,0.01,0.01,60.53,206.63,None,,
40679,2021090900,2279,46119.0,3,2021-09-10T01:58:48.200,52.0,DAL,right,87.16,28.65,0.01,0.01,0.02,62.08,208.01,None,,
40680,2021090900,2279,46119.0,4,2021-09-10T01:58:48.300,52.0,DAL,right,87.15,28.67,0.01,0.01,0.03,72.01,216.75,None,,
40680,2021090900,2279,46119.0,5,2021-09-10T01:58:48.300,52.0,DAL,right,87.14,28.67,0.01,0.01,0.03,72.01,216.75,None,,
40681,2021090900,2279,46119.0,6,2021-09-10T01:58:48.400,52.0,DAL,right,87.13,28.67,0.01,0.01,0.02,76.87,222.38,None,,
40682,2021090900,2279,46119.0,7,2021-09-10T01:58:48.500,52.0,DAL,right,87.11,28.68,0.01,0.01,0.02,78.19,231.25,None,,
40682,2021090900,2279,46119.0,8,2021-09-10T01:58:48.500,52.0,DAL,right,87.09,28.675,0.01,0.01,0.02,78.19,231.25,None,,
40683,2021090900,2279,46119.0,9,2021-09-10T01:58:48.600,52.0,DAL,right,87.07,28.67,0.01,0.01,0.04,83.83,239.13,ball_snap,,
40684,2021090900,2279,46119.0,10,2021-09-10T01:58:48.700,52.0,DAL,right,87.05,28.67,0.01,0.01,0.02,80.64,241.51,None,,
40684,2021090900,2279,46119.0,11,2021-09-10T01:58:48.700,52.0,DAL,right,87.025,28.67,0.01,0.01,0.02,80.64,241.51,None,,
40685,2021090900,2279,46119.0,12,2021-09-10T01:58:48.800,52.0,DAL,right,87.0,28.67,0.01,0.01,0.05,79.17,248.68,None,,
40686,2021090900,2279,46119.0,13,2021-09-10T01:58:48.900,52.0,DAL,right,86.98,28.67,0.01,0.01,0.02,74.45,249.26,None,,
40686,2021090900,2279,46119.0,14,2021-09-10T01:58:48.900,52.0,DAL,right,86.945,28.655,0.01,0.01,0.02,74.45,249.26,None,,
40687,2021090900,2279,46119.0,15,2021-09-10T01:58:49.000,52.0,DAL,right,86.91,28.64,0.02,0.45,0.07,86.69,254.09,None,,
40688,2021090900,2279,46119.0,16,2021-09-10T01:58:49.100,52.0,DAL,right,86.86,28.63,0.2,2.21,0.05,94.09,257.03,None,,
40688,2021090900,2279,46119.0,17,2021-09-10T01:58:49.100,52.0,DAL,right,86.845,28.625,0.2,2.21,0.05,94.09,257.03,None,,
40689,2021090900,2279,46119.0,18,2021-09-10T01:58:49.200,52.0,DAL,right,86.83,28.62,0.56,3.48,0.03,100.31,254.61,None,,
40690,2021090900,2279,46119.0,19,2021-09-10T01:58:49.300,52.0,DAL,right,86.73,28.59,1.11,4.09,0.11,105.9,251.25,None,,
40690,2021090900,2279,46119.0,20,2021-09-10T01:58:49.300,52.0,DAL,right,86.65,28.56,1.11,4.09,0.11,105.9,251.25,None,,
40691,2021090900,2279,46119.0,21,2021-09-10T01:58:49.400,52.0,DAL,right,86.57,28.53,1.74,3.8,0.17,114.41,252.15,None,,
40692,2021090900,2279,46119.0,22,2021-09-10T01:58:49.500,52.0,DAL,right,86.36,28.46,2.27,3.53,0.22,115.63,251.35,None,,
40692,2021090900,2279,46119.0,23,2021-09-10T01:58:49.500,52.0,DAL,right,86.24000000000001,28.42,2.27,3.53,0.22,115.63,251.35,None,,
40693,2021090900,2279,46119.0,24,2021-09-10T01:58:49.600,52.0,DAL,right,86.12,28.38,2.61,2.4,0.25,115.63,250.87,None,,
40694,2021090900,2279,46119.0,25,2021-09-10T01:58:49.700,52.0,DAL,right,85.85,28.29,2.86,1.41,0.28,112.18,251.33,None,,
40694,2021090900,2279,46119.0,26,2021-09-10T01:58:49.700,52.0,DAL,right,85.71,28.26,2.86,1.41,0.28,112.18,251.33,None,,
40695,2021090900,2279,46119.0,27,2021-09-10T01:58:49.800,52.0,DAL,right,85.57,28.23,2.93,0.58,0.28,107.56,253.54,None,,
40696,2021090900,2279,46119.0,28,2021-09-10T01:58:49.900,52.0,DAL,right,85.3,28.16,2.9,0.58,0.28,109.54,255.44,None,,
40696,2021090900,2279,46119.0,29,2021-09-10T01:58:49.900,52.0,DAL,right,85.16499999999999,28.145,2.9,0.58,0.28,109.54,255.44,None,,
40697,2021090900,2279,46119.0,30,2021-09-10T01:58:50.000,52.0,DAL,right,85.03,28.13,2.75,1.42,0.27,107.91,259.49,None,,
40698,2021090900,2279,46119.0,31,2021-09-10T01:58:50.100,52.0,DAL,right,84.77,28.11,2.57,1.94,0.26,105.47,263.78,None,,
40698,2021090900,2279,46119.0,32,2021-09-10T01:58:50.100,52.0,DAL,right,84.655,28.12,2.57,1.94,0.26,105.47,263.78,None,,
40699,2021090900,2279,46119.0,33,2021-09-10T01:58:50.200,52.0,DAL,right,84.54,28.13,2.3,2.48,0.23,96.33,270.55,None,,
40700,2021090900,2279,46119.0,34,2021-09-10T01:58:50.300,52.0,DAL,right,84.34,28.16,2.02,2.8,0.2,87.65,277.03,None,,
40700,2021090900,2279,46119.0,35,2021-09-10T01:58:50.300,52.0,DAL,right,84.25,28.185,2.02,2.8,0.2,87.65,277.03,None,,
40701,2021090900,2279,46119.0,36,2021-09-10T01:58:50.400,52.0,DAL,right,84.16,28.21,1.79,2.91,0.19,80.78,286.14,None,,
40702,2021090900,2279,46119.0,37,2021-09-10T01:58:50.500,52.0,DAL,right,84.0,28.28,1.67,2.57,0.18,76.99,294.99,None,,
40702,2021090900,2279,46119.0,38,2021-09-10T01:58:50.500,52.0,DAL,right,83.935,28.315,1.67,2.57,0.18,76.99,294.99,None,,
40703,2021090900,2279,46119.0,39,2021-09-10T01:58:50.600,52.0,DAL,right,83.87,28.35,1.46,2.31,0.14,71.71,303.02,None,,
40704,2021090900,2279,46119.0,40,2021-09-10T01:58:50.700,52.0,DAL,right,83.77,28.45,1.34,2.02,0.14,71.71,312.32,None,,
40704,2021090900,2279,46119.0,41,2021-09-10T01:58:50.700,52.0,DAL,right,83.725,28.5,1.34,2.02,0.14,71.71,312.32,None,,
40705,2021090900,2279,46119.0,42,2021-09-10T01:58:50.800,52.0,DAL,right,83.68,28.55,1.26,1.69,0.14,70.22,319.78,None,,
40706,2021090900,2279,46119.0,43,2021-09-10T01:58:50.900,52.0,DAL,right,83.61,28.62,1.07,1.51,0.1,70.22,323.94,None,,
40706,2021090900,2279,46119.0,44,2021-09-10T01:58:50.900,52.0,DAL,right,83.58500000000001,28.665,1.07,1.51,0.1,70.22,323.94,None,,
40707,2021090900,2279,46119.0,45,2021-09-10T01:58:51.000,52.0,DAL,right,83.56,28.71,0.95,1.38,0.1,70.22,330.46,None,,
40708,2021090900,2279,46119.0,46,2021-09-10T01:58:51.100,52.0,DAL,right,83.52,28.78,0.82,1.33,0.08,68.87,336.31,None,,
40708,2021090900,2279,46119.0,47,2021-09-10T01:58:51.100,52.0,DAL,right,83.505,28.785,0.82,1.33,0.08,68.87,336.31,None,,
40709,2021090900,2279,46119.0,48,2021-09-10T01:58:51.200,52.0,DAL,right,83.49,28.79,0.49,1.52,0.04,80.01,324.42,None,,
40710,2021090900,2279,46119.0,49,2021-09-10T01:58:51.300,52.0,DAL,right,83.46,28.81,0.31,1.6,0.03,86.96,309.23,None,,
40710,2021090900,2279,46119.0,50,2021-09-10T01:58:51.300,52.0,DAL,right,83.44999999999999,28.805,0.31,1.6,0.03,86.96,309.23,None,,
40711,2021090900,2279,46119.0,51,2021-09-10T01:58:51.400,52.0,DAL,right,83.44,28.8,0.21,1.63,0.02,95.45,252.28,None,,
40712,2021090900,2279,46119.0,52,2021-09-10T01:58:51.500,52.0,DAL,right,83.43,28.76,0.32,1.52,0.03,109.72,202.85,None,,
40712,2021090900,2279,46119.0,53,2021-09-10T01:58:51.500,52.0,DAL,right,83.43,28.735,0.32,1.52,0.03,109.72,202.85,None,,
40713,2021090900,2279,46119.0,54,2021-09-10T01:58:51.600,52.0,DAL,right,83.43,28.71,0.55,1.59,0.06,124.42,183.41,None,,
40714,2021090900,2279,46119.0,55,2021-09-10T01:58:51.700,52.0,DAL,right,83.43,28.63,0.79,1.53,0.08,141.68,181.04,None,,
40714,2021090900,2279,46119.0,56,2021-09-10T01:58:51.700,52.0,DAL,right,83.42500000000001,28.575,0.79,1.53,0.08,141.68,181.04,None,,
40715,2021090900,2279,46119.0,57,2021-09-10T01:58:51.800,52.0,DAL,right,83.42,28.52,1.01,1.17,0.11,157.79,181.49,None,,
40716,2021090900,2279,46119.0,58,2021-09-10T01:58:51.900,52.0,DAL,right,83.4,28.4,1.16,0.81,0.12,165.52,183.87,None,,
40716,2021090900,2279,46119.0,59,2021-09-10T01:58:51.900,52.0,DAL,right,83.4,28.33,1.16,0.81,0.12,165.52,183.87,None,,
40717,2021090900,2279,46119.0,60,2021-09-10T01:58:52.000,52.0,DAL,right,83.4,28.26,1.35,0.65,0.15,196.22,182.69,None,,
40718,2021090900,2279,46119.0,61,2021-09-10T01:58:52.100,52.0,DAL,right,83.39,28.09,1.54,0.55,0.17,208.82,182.29,None,,
40718,2021090900,2279,46119.0,62,2021-09-10T01:58:52.100,52.0,DAL,right,83.39,27.995,1.54,0.55,0.17,208.82,182.29,None,,
40719,2021090900,2279,46119.0,63,2021-09-10T01:58:52.200,52.0,DAL,right,83.39,27.9,1.72,0.55,0.19,219.29,181.46,None,,
40720,2021090900,2279,46119.0,64,2021-09-10T01:58:52.300,52.0,DAL,right,83.4,27.68,1.94,0.52,0.22,227.46,179.12,None,,
40720,2021090900,2279,46119.0,65,2021-09-10T01:58:52.300,52.0,DAL,right,83.405,27.58,1.94,0.52,0.22,227.46,179.12,None,,
40721,2021090900,2279,46119.0,66,2021-09-10T01:58:52.400,52.0,DAL,right,83.41,27.48,2.01,0.24,0.2,244.36,178.17,None,,
40722,2021090900,2279,46119.0,67,2021-09-10T01:58:52.500,52.0,DAL,right,83.42,27.28,2.02,0.3,0.2,257.74,176.81,None,,
40722,2021090900,2279,46119.0,68,2021-09-10T01:58:52.500,52.0,DAL,right,83.435,27.185,2.02,0.3,0.2,257.74,176.81,None,,
40723,2021090900,2279,46119.0,69,2021-09-10T01:58:52.600,52.0,DAL,right,83.45,27.09,1.95,0.69,0.19,269.9,174.39,None,,
40724,2021090900,2279,46119.0,70,2021-09-10T01:58:52.700,52.0,DAL,right,83.48,26.92,1.77,1.24,0.17,279.91,169.54,None,,
40724,2021090900,2279,46119.0,71,2021-09-10T01:58:52.700,52.0,DAL,right,83.505,26.85,1.77,1.24,0.17,279.91,169.54,None,,
40725,2021090900,2279,46119.0,72,2021-09-10T01:58:52.800,52.0,DAL,right,83.53,26.78,1.5,1.76,0.14,285.61,162.95,None,,
40726,2021090900,2279,46119.0,73,2021-09-10T01:58:52.900,52.0,DAL,right,83.59,26.66,1.31,1.94,0.13,290.98,155.36,None,,
40726,2021090900,2279,46119.0,74,2021-09-10T01:58:52.900,52.0,DAL,right,83.625,26.61,1.31,1.94,0.13,290.98,155.36,None,,
40727,2021090900,2279,46119.0,75,2021-09-10T01:58:53.000,52.0,DAL,right,83.66,26.56,1.15,1.94,0.12,296.7,145.85,None,,
40728,2021090900,2279,46119.0,76,2021-09-10T01:58:53.100,52.0,DAL,right,83.73,26.49,0.98,1.88,0.1,303.94,134.71,None,,
40728,2021090900,2279,46119.0,77,2021-09-10T01:58:53.100,52.0,DAL,right,83.765,26.475,0.98,1.88,0.1,303.94,134.71,None,,
40729,2021090900,2279,46119.0,78,2021-09-10T01:58:53.200,52.0,DAL,right,83.8,26.46,0.81,1.9,0.08,312.64,118.53,None,,
40730,2021090900,2279,46119.0,79,2021-09-10T01:58:53.300,52.0,DAL,right,83.86,26.44,0.7,1.73,0.07,320.7,102.31,None,,
40730,2021090900,2279,46119.0,80,2021-09-10T01:58:53.300,52.0,DAL,right,83.89,26.445,0.7,1.73,0.07,320.7,102.31,None,,
40731,2021090900,2279,46119.0,81,2021-09-10T01:58:53.400,52.0,DAL,right,83.92,26.45,0.64,1.53,0.06,320.7,83.71,None,,
40732,2021090900,2279,46119.0,82,2021-09-10T01:58:53.500,52.0,DAL,right,83.98,26.52,0.75,1.68,0.09,317.9,51.92,None,,
40732,2021090900,2279,46119.0,83,2021-09-10T01:58:53.500,52.0,DAL,right,84.005,26.575,0.75,1.68,0.09,317.9,51.92,None,,
40733,2021090900,2279,46119.0,84,2021-09-10T01:58:53.600,52.0,DAL,right,84.03,26.63,0.99,1.81,0.12,319.73,31.66,None,,
40734,2021090900,2279,46119.0,85,2021-09-10T01:58:53.700,52.0,DAL,right,84.08,26.75,1.18,1.65,0.12,321.93,22.07,None,,
40734,2021090900,2279,46119.0,86,2021-09-10T01:58:53.700,52.0,DAL,right,84.09,26.82,1.18,1.65,0.12,321.93,22.07,None,,
40735,2021090900,2279,46119.0,87,2021-09-10T01:58:53.800,52.0,DAL,right,84.1,26.89,1.38,1.44,0.15,325.79,13.44,None,,
40736,2021090900,2279,46119.0,88,2021-09-10T01:58:53.900,52.0,DAL,right,84.1,27.07,1.66,1.69,0.18,319.89,3.74,qb_sack,,
40736,2021090900,2279,46119.0,89,2021-09-10T01:58:53.900,52.0,DAL,right,84.09,27.175,1.66,1.69,0.18,319.89,3.74,qb_sack,,
40737,2021090900,2279,46119.0,90,2021-09-10T01:58:54.000,52.0,DAL,right,84.08,27.28,1.96,1.91,0.21,334.37,356.48,None,,
40738,2021090900,2279,46119.0,91,2021-09-10T01:58:54.100,52.0,DAL,right,84.05,27.49,2.16,1.63,0.22,338.64,352.23,None,,
40738,2021090900,2279,46119.0,92,2021-09-10T01:58:54.100,52.0,DAL,right,84.03,27.605,2.16,1.63,0.22,338.64,352.23,None,,
40739,2021090900,2279,46119.0,93,2021-09-10T01:58:54.200,52.0,DAL,right,84.01,27.72,2.29,1.16,0.23,343.59,348.56,None,,
40740,2021090900,2279,46119.0,94,2021-09-10T01:58:54.300,52.0,DAL,right,83.95,27.95,2.4,0.87,0.24,343.59,345.47,None,,
40740,2021090900,2279,46119.0,95,2021-09-10T01:58:54.300,52.0,DAL,right,83.91,28.075,2.4,0.87,0.24,343.59,345.47,None,,
40741,2021090900,2279,46119.0,96,2021-09-10T01:58:54.400,52.0,DAL,right,83.87,28.2,2.48,0.77,0.26,342.77,342.53,None,,
40742,2021090900,2279,46132.0,1,2021-09-10T01:58:48.100,24.0,TB,right,96.88,12.87,0.01,0.01,0.0,271.04,221.01,None,,
40742,2021090900,2279,46132.0,2,2021-09-10T01:58:48.100,24.0,TB,right,96.885,12.864999999999998,0.01,0.01,0.0,271.04,221.01,None,,
40743,2021090900,2279,46132.0,3,2021-09-10T01:58:48.200,24.0,TB,right,96.89,12.86,0.01,0.01,0.01,262.74,215.59,None,,
40744,2021090900,2279,46132.0,4,2021-09-10T01:58:48.300,24.0,TB,right,96.89,12.84,0.01,0.01,0.02,255.05,207.13,None,,
40744,2021090900,2279,46132.0,5,2021-09-10T01:58:48.300,24.0,TB,right,96.9,12.825,0.01,0.01,0.02,255.05,207.13,None,,
40745,2021090900,2279,46132.0,6,2021-09-10T01:58:48.400,24.0,TB,right,96.91,12.81,0.01,0.01,0.04,251.08,195.52,None,,
40746,2021090900,2279,46132.0,7,2021-09-10T01:58:48.500,24.0,TB,right,96.92,12.79,0.01,0.01,0.02,243.57,190.25,None,,
40746,2021090900,2279,46132.0,8,2021-09-10T01:58:48.500,24.0,TB,right,96.925,12.79,0.01,0.01,0.02,243.57,190.25,None,,
40747,2021090900,2279,46132.0,9,2021-09-10T01:58:48.600,24.0,TB,right,96.93,12.79,0.01,0.01,0.01,243.57,185.76,ball_snap,,
40748,2021090900,2279,46132.0,10,2021-09-10T01:58:48.700,24.0,TB,right,96.94,12.79,0.01,0.01,0.01,238.93,183.29,None,,
40748,2021090900,2279,46132.0,11,2021-09-10T01:58:48.700,24.0,TB,right,96.96,12.795,0.01,0.01,0.01,238.93,183.29,None,,
40749,2021090900,2279,46132.0,12,2021-09-10T01:58:48.800,24.0,TB,right,96.98,12.8,0.01,0.01,0.04,249.63,167.09,None,,
40750,2021090900,2279,46132.0,13,2021-09-10T01:58:48.900,24.0,TB,right,97.01,12.8,0.01,0.01,0.03,252.73,156.27,None,,
40750,2021090900,2279,46132.0,14,2021-09-10T01:58:48.900,24.0,TB,right,97.02,12.8,0.01,0.01,0.03,252.73,156.27,None,,
40751,2021090900,2279,46132.0,15,2021-09-10T01:58:49.000,24.0,TB,right,97.03,12.8,0.01,0.01,0.02,255.05,148.53,None,,
40752,2021090900,2279,46132.0,16,2021-09-10T01:58:49.100,24.0,TB,right,97.06,12.79,0.04,0.71,0.03,255.05,102.55,None,,
40752,2021090900,2279,46132.0,17,2021-09-10T01:58:49.100,24.0,TB,right,97.08,12.78,0.04,0.71,0.03,255.05,102.55,None,,
40753,2021090900,2279,46132.0,18,2021-09-10T01:58:49.200,24.0,TB,right,97.1,12.77,0.24,1.93,0.05,264.42,107.82,None,,
40754,2021090900,2279,46132.0,19,2021-09-10T01:58:49.300,24.0,TB,right,97.15,12.75,0.59,3.37,0.05,265.74,107.86,None,,
40754,2021090900,2279,46132.0,20,2021-09-10T01:58:49.300,24.0,TB,right,97.19,12.74,0.59,3.37,0.05,265.74,107.86,None,,
40755,2021090900,2279,46132.0,21,2021-09-10T01:58:49.400,24.0,TB,right,97.23,12.73,1.03,3.75,0.09,266.53,105.99,None,,
